[INFO] 2020-11-11 14:07:17,993 [main][org.example.p2.s7.Main2][line:43]  200个目标查询完成 1125 ms, 平均: 5.625 ms/个
[INFO] 2020-11-11 14:07:17,996 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,996 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,996 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,996 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,996 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,996 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,996 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,996 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,997 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,997 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,997 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,997 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,997 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,997 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,997 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,997 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,997 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,997 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,997 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,997 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,997 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,997 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,997 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,997 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,997 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,997 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,997 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,997 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,997 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,998 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,998 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,998 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,998 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,998 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,998 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,998 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,998 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,998 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,998 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,998 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,998 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,998 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,998 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,998 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,998 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,998 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,998 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,998 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,998 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,998 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,998 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,998 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,999 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,999 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,999 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,999 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,999 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,999 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,999 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,999 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,999 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,999 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,999 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,999 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,999 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,999 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,999 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,999 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,999 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,999 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:17,999 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:17,999 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,000 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,000 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,000 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,000 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,000 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,000 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,000 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,000 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,000 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,000 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,000 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,000 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,000 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,000 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,000 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,000 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,000 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,000 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,001 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,002 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,002 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,002 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,002 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,002 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,002 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,002 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,002 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,002 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,002 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,002 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,002 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,002 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,002 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,002 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,002 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,002 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,002 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,002 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB1, value: 1
[INFO] 2020-11-11 14:07:18,003 [main][org.example.p2.s7.Main2][line:44]  ip: 192.168.0.190, address: DB1.DBB0, value: 1
